"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"           1","        1700","       30548","       40320","HomeImp","Other","           9","           0","           0","101.46600191","           1","           8","37.113613558"
"           1","        1800","21408.211769","       43034","HomeImp","Other","          11","           0","           0","88.766029879","           0","           8","36.884894093"
"           0","        2300","      102370","      120953","HomeImp","Office","           2","           0","           0","90.992533467","           0","          13","31.588503178"
"           0","        2400","       34863","       47471","HomeImp","Mgr","5.5208791688","           0","           0","70.491080032","           1","          21","38.263600731"
"           0","        2400","       98449","      117195","HomeImp","Office","           4","           0","           0","93.811774855","           0","          13","29.681827045"
"           0","        2900","      103949","      112505","HomeImp","Office","0.7203341116","           0","           0"," 96.10232967","           0","          13","30.051136286"
"           0","        2900","61597.059977","      120702","HomeImp","Office","           2","           0","           0","101.54029753","           0","          13","29.915859028"
"           1","        2900","5927.6472074","       67996","HomeImp","Other","          16","           3","           0","122.20466276","           2","           8","36.211347998"
"           1","        2900","       61962","       70915","DebtCon","Mgr","1.8613008186","           0","           0","282.80165924","           3","          37"," 49.20639579"
"           0"," 2360.127614","      104570","      121729","HomeImp","Office","           2","           0","           0","85.884371895","           0","          14","32.059783267"
"           0","        3200","       74864","13100.093638","HomeImp","ProfExe","           7","           0","           0","250.63126922","           0","          12","42.909997351"
"           1","        3300","128799.01738","      164317","DebtCon","Other","           9","           0","           6","192.28914897","           0","          33"," 35.73055919"
"           0","        3600","      100693","      114743","HomeImp","Office","           6","           0","           0","88.470452135","           0","          14","29.393543382"
"           0","        3600","       52337","       63989","HomeImp","Office","          20","           0","           0","204.27249884","           0","          20","20.470915508"
"           1","        3700"," 3646.890089","       21144","HomeImp","Other","           5","           0","           0","129.71732313","           1","           9","26.634347518"
"           1","        3800","27387.323577","       63459","HomeImp","Office","          20","           0","           0","203.75153358","           0","          20","20.067042051"
"           1","        3900","       29896","       45960","HomeImp","Other","          11","           0","           0","146.12324219","           0","          14","24.478881191"
"           0","        3900","      102143","      118742","HomeImp","Office","           2","           0","           0","85.277365579","           0","          13","29.343921089"
"           0","        4000","      105164","      112774","HomeImp","Office","           1","           0","           0","94.724874167","           0","          13","29.390928055"
"           0","2871.2035468","       54543"," 16618.41899","HomeImp","Office","          21","           0","           0","205.58668003","           0","          19","21.806563464"
"           1","1095.8029223","       26572","       31960","HomeImp","Office","9.6823442684","           0","           0","117.79510387","           0","           8","41.286491948"
"           0","        4100","       57992","       63797","DebtCon","ProfExe","           7","           0","           4","165.50503695","           1","          31"," 22.27817437"
"           0","2826.3018722","       56544","       59218","HomeImp","Office","11.249707367","           0","           0","211.00259912","           1","          20","19.027704425"
"           0","2.7174118919","28099.970563","61472.170402","HomeImp","Other","           3","           0","           0","110.27866259","           0","          15","43.450587911"
"           0","        4200","       50216","25211.130148","HomeImp","Office","7.0471684742","           0","           0","209.87130224","           0","          19"," 20.20803267"
"           0","3201.0371775","       71206","       78698","DebtCon","Sales","           3","           0","           0","129.93286902","           0","          31","34.181376516"
"           0","        4300","46330.159667","       79852","HomeImp","Other","           6","           0","           0","105.12070881","           0","          14","41.806376152"
"           0","        4300","       72021","6807.9344964","HomeImp","Other","           2","           2","           0","263.97030029","           0","           5","36.432093937"
"           0","1062.5901268","       53969","       63869","DebtCon","ProfExe","           7","           0","           3","162.39001067","           0","          30","23.581079239"
"           1","        4400","       53091","8125.0729875","DebtCon","Office","          14","           1","           3"," 89.86105825","           0","          17","39.158084834"
"           0","        4500","       66127","       79087","HomeImp","Other","           4","           1","           0","81.349065098","           0","          15"," 40.70530876"
"           0"," 1770.532854","67569.024779","       79247","HomeImp","Other","           4","           0","           0","118.76041007","           0","          14","41.421110521"
"           0","        4700","       71855","       88566","HomeImp","Other","           2","           2","           0","283.95953809","           0","           5","36.475473283"
"           0","        4700","20247.029687","46912.444224","HomeImp","ProfExe","           6","           0","           0","182.24833156","           0","          27"," 29.20902258"
"           0","        4800","       56067","38338.967548","DebtCon","ProfExe","2.9296252839","           0","           3","160.14631128","           1","          30","21.583760121"
"           0","        4800","2982.1895826","       88342","HomeImp","ProfExe","           7","           0","           0","275.03239483","           0","          11","43.717635112"
"           0","        4900","       58688","40837.033802","DebtCon","ProfExe","6.5157237433","           0","           3","179.16257471","           2","          31","22.544392837"
"           1","        4900","19149.823275","       23031","HomeImp","Other","           5","           0","           0","101.74676644","           0","           8","33.243156978"
"           0","1297.3823341","       67794","1119.5021254","HomeImp","Other","0.8598191519","           0","           0","112.57341888","           0","          15","41.673996362"
"           1","922.30762603","18515.436894","       65774","HomeImp","Other","           6","           1","           2"," 61.64250608","           1","          14","40.590910018"
"           0"," 4104.565119","       57461","       68494","DebtCon","ProfExe","           8","           0","           4","183.63561323","           0","          30","22.795423552"
"           0","        5000","       66839","13000.970168","HomeImp","Other","3.0956075727","           0","           0","122.59722258","           0","          15","40.616779346"
"           0","        5000","       90059","      113714","HomeImp","ProfExe","           7","           0","           0","193.63644686","           0","          28","25.897316482"
"           0","        5000","       80153","       97275","DebtCon","Other","           1","           0","           0","120.67506316","           2","          10","37.512708409"
"           1","        5000","       46696"," 33796.47744","HomeImp","Other","           2","           1","           2","148.34064549","           0","          14","46.489874001"
"           0","        5000","       66435","       82819","HomeImp","Other","           2","           0","           0","125.13062556","           0","          14","42.183538672"
"           0","        5100","       85583","      115341","HomeImp","ProfExe","           7","           0","           0","177.95825512","           1","          28","26.257970132"
"           0","        5100","       72891","       80691","HomeImp","Other","           1","           1","           0","273.88170516","           0","           6","39.852146515"
"           0","        5100","       87258","107458.87496","HomeImp","ProfExe","           6","           0","           0","181.66304016","           0","          28","25.444759149"
"           1","        5100","      129319","      141875","HomeImp","Sales","5.8723455583","           1","           0","157.85980209","           0","          36","25.650741224"
"           0","        5100","       66834","       87361","HomeImp","Other","           0","           2","           0","290.03410799","           0","           6","38.766985071"
"           0","        5100","58003.706633","       96031","DebtCon","Other","           0","           0","           0","125.78740011","           1","          10","34.446079222"
"           0","        5100","       74071","16021.480531","DebtCon","Other","           0","           0","           0"," 121.0759726","           2","           9","36.401729548"
"           0","        5100","       62702","       79784","HomeImp","Other","           2","           0","           0","108.07259081","           0","          15","43.290139816"
"           1","1623.0315672","       40564","       39527","HomeImp","Other","           0","           0","           0","157.77103572","           1","          13","72.670433313"
"           0","        5300","       66987","42453.072753","HomeImp","Sales","2.3909198727","           1","           0","175.32870382","           1","          22","40.442570389"
"           0","        5300","       75958","       91703","DebtCon","Other","           0","           0","           0"," 124.1821788","           1","          10","34.599060194"
"           0","        5300"," 51854.31388","      117343","HomeImp","Office","          22","           0","           0","109.93390789","           1","          11","  35.8385427"
"           1","654.29752458","30726.867845","       63895","HomeImp","Office","          19","           0","           0","208.16271401","           0","          20","19.762113701"
"           0","        5300","16980.274666","       62957","HomeImp","Office","7.3528153372","           0","           0","197.24195728","           0","          20","19.350505633"
"           0","        5400","       86922","      119846","HomeImp","ProfExe","           5","           0","           0","185.07634726","           1","          28","26.354889295"
"           0","        5400","       68625","       82304","DebtCon","Sales","1.5812109595","           0","           0","136.63294416","           0","          30"," 32.05002349"
"           0","        5400","       65814","       85848","HomeImp","Other","           4","           0","           0"," 122.9402886","           0","          15","44.092325682"
"           0","        5500","       70481","       82446","HomeImp","Other"," 1.202902217","           0","           1","116.59197688","           0","          24","37.612682724"
"           0","        5500","       87765","      101053","DebtCon","ProfExe","          22","           0","           0","55.558049044","           2","          13","31.375542416"
"           0","        5500","       52897","       65054","HomeImp","Office","4.6307216141","           0","           0","189.29531847","           0","          19","20.654128896"
"           0","339.18420218","       93051","      115374","HomeImp","ProfExe","           6","           0","           0","187.02051879","           1","          27","27.646748505"
"           0","3634.3880806","       87438","      116679","HomeImp","ProfExe","3.5645453593","           0","           0","186.42441602","           1","          27","28.417530896"
"           0","        5500","       72147","       69918","HomeImp","Sales","           4","           2","           0"," 158.5344979","           0","          23","43.404430238"
"           1"," 5458.642469","       40584","       46645","HomeImp","Other","           4","           0","           1","136.32063746","           0","          13","34.494708965"
"           1","        5500","23241.026186"," 41810.72262","HomeImp","Mgr","           9","           0","           2","48.995845002","           0","          10","33.126483967"
"           0","2099.6565936","       71644","       72696","HomeImp","Sales","           4","           2","           0","150.86584513","           0","          22","40.442567785"
"           1","        5500","       85845","117352.28598","DebtCon","ProfExe","           5","           0","           0","172.21327665","           1","          26","32.676640875"
"           0","4991.5331622","       53793","       66379","HomeImp","Office","          22","           0","           0","206.09913412","           0","          19","18.369540527"
"           0","        5600","       69435","       83489","DebtCon","ProfExe","3.7675257799","           0","           0","200.41843402","           1","          17","22.841092848"
"           0","2430.6985825","22410.922402","       39907","HomeImp","ProfExe","          11","           0","           0","180.56306914","           0","          13","21.554949656"
"           1","        5600","       76407","       77485","HomeImp","Other","           9","           0","           0","91.683770634","           0","          24","37.773350976"
"           0","        5700","      100934","82946.707574","HomeImp","Office","          23","           0","           0","117.49959288","           0","          12","38.750562668"
"           0","        5700","       49514","       58249","HomeImp","Office","          21","           0","           0","212.53911509","           0","          21","21.258026878"
"           0","        5700","       76948","       85753","HomeImp","Other","           7","           0","           0","128.47645151","           0","          25"," 37.85968784"
"           0","        5700","       28127","       36524","HomeImp","ProfExe","          10","           0","           0","181.28295679","           0","          13","24.339533569"
"           1","3698.1155219","       26927","       35461","DebtCon","Other","           0","           1","           0","21.799352154","          10","           6","29.439664242"
"           1","        5700","       77213","       92661","DebtCon","Sales","           0","           0","           0","97.133170952","           1","          16","41.777888631"
"           0","        5700","58803.150745","       82923","HomeImp","Other","           4","           0","           0"," 117.6739652","           0","          15","42.464866285"
"           0","        5700","       71556","58473.652018","HomeImp","Other","           2","           0","           0","92.643084556","           0","          15"," 41.21001247"
"           1","        5700","       74172","       79846","DebtCon","ProfExe","           0","           0","           0","157.00977472","           0","          28","47.415228659"
"           0","        5700","       28116","       33450","DebtCon","Other","           0","           1","           0","15.396587392","           9","           7","30.017013296"
"           0","175.34366454","       75000","       90543","DebtCon","Mgr","3.4149846134","           0","           0"," 300.4872058","           1","          23","38.940575356"
"           0","        5800","       79296","       86885","DebtCon","Mgr","4.9804535666","           0","           1"," 307.9748816","           1","          23","39.959108765"
"           1","        5800","19437.312414","       46833","DebtCon","Mgr","0.0698694438","           0","           0","83.289062746","           1","          13","30.187805389"
"           0","        5800","       46595","17106.869203","HomeImp","Other","           5","           0","           0","80.131746414","           0","          17","24.140153667"
"           0","        5900"," 43507.22184","       77989","HomeImp","Other","0.7987367389","           0","           0","120.37941429","           0","          24","41.442500462"
"           1","        5900","       25972","33450.047627","DebtCon","Other","           2","           0","           2","157.96001139","           3","          27","40.628278175"
"           0","        5900","       74187","       78976","HomeImp","Other","           9","           0","           1","118.44249103","           0","          24","40.110407425"
"           1","        6000","       95232","93486.646396","HomeImp","Office","          22","           0","           0"," 149.0229081","           1","          12","37.954336913"
"           0","4457.1100019","       79046","      103048","HomeImp","Other","           0","           0","           0","181.69653802","           0","          32","37.289989924"
"           0","5561.9063923","       91704","      114799","HomeImp","Office","          22","           0","           0","129.25008957","           1","          12","36.746766237"
"           0","        6100","       47604","32896.190714","HomeImp","Other","           5","           0","           0"," 70.69532973","           0","          18"," 24.76674453"
"           1"," 1559.733472","       62751","       95617","HomeImp","Other","           1","           0","           0","138.64686318","           1","          13","31.757270694"
"           0","        6100","       68743","23346.766576","HomeImp","Sales","           3","           1","           0"," 153.0667831","           0","          22"," 40.15052706"
"           0","2651.4657163","       79636","       87276","HomeImp","Other","4.9379494623","           0","           0","350.43613755","           0","          47","28.848276581"
"           0","        6200","       75657","       84368","DebtCon","Sales","           4","           0","           0","122.24494502","           0","          30","32.552543335"
"           0","        6200","       46601","       59486","HomeImp","Other","           5","           0","           0"," 84.63211066","           0","          18"," 25.35001036"
"           0","        6200","       60354","       87596","HomeImp","ProfExe","           5","           0","           0","210.17306467","           2","          23","34.054811237"
"           0","        6200","24012.991004","23727.775934","HomeImp","Sales","           3","           2","           0","162.94515692","           0","          23","40.315396587"
"           0","5050.5352068","69467.716905","97363.527943","HomeImp","Other","           0","           0","           1"," 182.8787798","           0","          31"," 37.19944569"
"           0","715.27396828","      133882","      155222","HomeImp","ProfExe","3.9996008268","           0","           0","212.53764322","           0","          19","20.616783656"
"           1","5792.1658602","       75623","       89634","HomeImp","Other","          24","           0","           0","324.68682941","           0","          47","28.285532103"
"           0","        6300","       99469","      116260","HomeImp","Office","          23","           0","           0","124.74559549","           1","          12","35.642270107"
"           0","        6300","       78724","38005.628634","HomeImp","Other","          24","           0","           0","335.07414261","           1","          46","31.177261304"
"           0","        6300","       92659","      117352","HomeImp","ProfExe","           6","           0","           0","199.01192718","           0","          27","26.520049519"
"           0","        6300","       58052","       70091","DebtCon","ProfExe","5.9248167313","           0","           4","153.78043854","           1","          30","21.719595981"
"           1","5532.0552253","       12476","       32559","HomeImp","Office","3.7695431522","           3","           6","227.12990511","           0","          23"," 23.31951678"
"           0","        6300","       69357","       73726","HomeImp","Sales","           3","           2","           0","163.28393319","           1","          22","42.407814245"
"           0","        6300","       26655","9212.8623342","DebtCon","Other","0.6446962886","           1","           0","12.759267447","          10","           6"," 28.36185178"
"           0","1320.1564884","       53476","6368.3253237","DebtCon","ProfExe","4.6021546165","           0","           3","164.31540986","           1","          30","21.137981572"
"           0","        6400","       81116","56979.212385","HomeImp","ProfExe","           8","           0","           0","262.17542613","           0","          11","42.068268179"
"           0","        6400","       17491","       63614","HomeImp","Office","          23","           0","           0","325.29930871","           0","          12","40.244404369"
"           0","        6400","       62746","       75016","DebtCon","ProfExe","          12","           0","           0","133.10154783","           0","          20","40.188123128"
"           1","        6400","       76732","       78084","HomeImp","Other","6.3274146422","           0","           0","109.19302137","           0","          26","37.964554318"
"           0","        6400","38400.137418","       78635","DebtCon","Sales","           3","           0","           0","147.07716353","           0","          31","31.206129763"
"           0","2119.3929682","       28041","       33438","DebtCon","Other"," 0.215934184","           1","           0"," 10.42564285","          10","           6","29.753700283"
"           0","        6400","       57887","       74776","HomeImp","Mgr","           3","           0","           1","126.32864372","           0","          22","28.756345434"
"           1","        6500","10930.434368","       70434","HomeImp","Other","           1","           0","           0","127.06270157","           2","          21","37.800352933"
"           0","        6500","55110.645385","       76754","HomeImp","Mgr","           2","           0","           2"," 129.0777116","           0","          23","29.055433128"
"           0","        6500","33329.383158","       37345","HomeImp","ProfExe","          11","           0","           0"," 191.0756559","           0","          13","24.227319339"
"           0","5559.9438516","49903.678003","12961.381038","HomeImp","Office","          29","           0","           0","327.20063852","           1","          38","34.345837692"
"           1","3189.5617513","2963.4850671","      208910","DebtCon","ProfExe","1.6844308421","           6","           0","86.452226941","           6","          29","  69.8005248"
"           0","        6500","       58689","       72557","DebtCon","Other","           0","           0","           1"," 94.00805286","           2","          18","34.898413066"
"           0","        6600","       62380","       89742","HomeImp","Office","          31","           0","           0","232.52729073","           0","          16","26.160494887"
"           0","        6600","       68733","       81973","HomeImp","Other","1.7635282277","           0","           0","96.977667199","           0","          14","42.211046784"
"           0","848.68205639","       95450","      112630","HomeImp","Office","15.439098038","           0","           0","122.81558408","           0","          12","36.773458722"
"           0","2920.9786999","       55113","       56486","HomeImp","Other","           4","           0","           0","84.417030462","           0","          17","23.642853829"
"           1","        6700","       60301","42713.296645","HomeImp","ProfExe","           5","           0","           0","195.78086332","           0","          19","32.397593406"
"           0","        6700","4229.8478955","       59609","HomeImp","Other","           6","           0","           0","99.303700784","           0","          17","25.231366381"
"           0","        6700","       58741","       68225","DebtCon","ProfExe","           9","           0","           3"," 173.5744163","           1","          31","23.587013228"
"           1","617.42533237","       27510","       42495","DebtCon","Other","           2","           0","           2","171.52648922","           3","          27","41.428597508"
"           0","        6700","       69773","       83014","HomeImp","Other","           0","           1","           0","263.17343429","           0","           5"," 37.70699649"
"           0","157.51887339","       51855","       58084","HomeImp","Office","          21","           0","           0","193.75474567","           0","          19","19.549571698"
"           1","4365.4128073","       29662","       36195","HomeImp","Office","           1","           0","           0","112.13708066","           1","          30"," 38.52863281"
"           0","        6700","       66587","       70710","DebtCon","ProfExe","           9","           1","           0","43.923382631","           1","          24","39.738576265"
"           0","        6700","       54161","       59714","HomeImp","Office","          20","           0","           0","209.20630035","           0","          20","20.203517707"
"           0","6651.5012587","      134616","      155034","HomeImp","ProfExe","          13","           1","           0","215.42240638","           0","          19","19.493871984"
"           0","        6800","      136951","      160306","HomeImp","ProfExe","1.3671382267","           0","           0"," 219.7356734","           1","          18","20.885093499"
"           0","1249.0354048","34677.971683","16864.238124","HomeImp","ProfExe","          12","           0","           0","208.42084303","           0","          19"," 19.33336736"
"           0","        6800","      139578","56120.873876","HomeImp","ProfExe","          12","           0","           0","201.96083432","           0","          18","22.325828788"
"           0","        6800","6132.1305575","       74816","HomeImp","Mgr","           2","           0","           2","126.30323511","           0","          22","27.118653527"
"           0","        6800","       76074","       88178","HomeImp","Other","          22","           0","           0","341.46505556","           0","          46","27.523246143"
"           0","4348.7766232","23761.569778","       57912","HomeImp","Office"," 4.227294102","           0","           0","206.30632134","           0","          20","21.798513082"
"           0","2268.5215202","28239.817166","       99913","HomeImp","Other","           0","           0","           1","196.46499893","           0","          31","35.761604731"
"           0"," 3683.587078","       75964","       88754","DebtCon","Mgr","          19","           0","           1","298.70048215","           0","          23","39.107501643"
"           0","2459.2368957","       75880","      113612","DebtCon","Office","           1","           0","           0","230.80558812","           1","          38","17.965883444"
"           0","4826.5989026","       70717","       87466","HomeImp","Other","           2","           0","           0","112.58906066","           0","          15","41.428089899"
"           0","        6900","       53776","34670.005892","HomeImp","Other","           5","           0","           0","87.900118337","           0","          17","22.286997477"
"           1","        6900","17738.307077","       58088","DebtCon","Sales","0.5607980604","           0","           0"," 101.5319079","           0","          21","35.764058362"
"           1","        6900","16011.816123","       63752","DebtCon","Other","3.9576440416","           2","           0","138.23477796","           0","          22","38.372460882"
"           0","        6900","       97662","      110046","HomeImp","Office","          24","           0","           0","111.12339734","           0","          11","37.253150854"
"           0","        6900","       49932","       66042","HomeImp","Office","          20","           0","           0","204.48458275","           0","          19","21.855494126"
